date,temp_max_c,temp_min_c,temp_mean_c,precipitation_mm,rain_mm,year,month,month_name,season
2021-08-24,32.0,26.5,29.0,2.1,2.1,2021,8,Aug,Monsoon
2021-08-25,34.2,27.9,30.4,0.0,0.0,2021,8,Aug,Monsoon
2021-08-26,33.8,27.2,29.7,0.0,0.0,2021,8,Aug,Monsoon
2021-08-27,34.0,25.8,29.6,0.0,0.0,2021,8,Aug,Monsoon
2021-08-28,33.4,26.6,29.4,0.0,0.0,2021,8,Aug,Monsoon
2021-08-29,32.3,25.9,28.6,1.3,1.3,2021,8,Aug,Monsoon
2021-08-30,30.8,25.2,27.4,1.2,1.2,2021,8,Aug,Monsoon
2021-08-31,31.0,24.7,27.0,5.3,5.3,2021,8,Aug,Monsoon
2021-09-01,29.8,24.2,26.4,10.7,10.7,2021,9,Sep,Monsoon
2021-09-02,31.7,24.6,27.8,1.2,1.2,2021,9,Sep,Monsoon
2021-09-03,30.9,25.2,27.1,11.3,11.3,2021,9,Sep,Monsoon
2021-09-04,30.6,24.9,27.3,14.7,14.7,2021,9,Sep,Monsoon
2021-09-05,31.8,25.4,28.2,3.8,3.8,2021,9,Sep,Monsoon
2021-09-06,32.2,26.0,29.0,4.1,4.1,2021,9,Sep,Monsoon
2021-09-07,30.5,25.7,28.0,7.6,7.6,2021,9,Sep,Monsoon
2021-09-08,30.6,26.0,28.0,2.3,2.3,2021,9,Sep,Monsoon
2021-09-09,30.9,24.9,27.7,4.4,4.4,2021,9,Sep,Monsoon
2021-09-10,30.0,24.9,26.8,16.6,16.6,2021,9,Sep,Monsoon
2021-09-11,28.6,23.9,25.9,15.3,15.3,2021,9,Sep,Monsoon
2021-09-12,29.1,24.5,26.5,6.4,6.4,2021,9,Sep,Monsoon
2021-09-13,31.5,25.5,27.6,7.8,7.8,2021,9,Sep,Monsoon
2021-09-14,31.1,25.6,27.9,0.3,0.3,2021,9,Sep,Monsoon
2021-09-15,32.2,25.5,28.4,0.0,0.0,2021,9,Sep,Monsoon
2021-09-16,32.7,25.2,27.9,4.1,4.1,2021,9,Sep,Monsoon
2021-09-17,29.1,23.5,26.8,1.5,1.5,2021,9,Sep,Monsoon
2021-09-18,30.8,24.2,27.4,0.1,0.1,2021,9,Sep,Monsoon
2021-09-19,31.6,25.1,28.1,0.3,0.3,2021,9,Sep,Monsoon
2021-09-20,32.0,24.9,28.3,0.7,0.7,2021,9,Sep,Monsoon
2021-09-21,31.1,26.0,28.0,1.7,1.7,2021,9,Sep,Monsoon
2021-09-22,29.8,24.5,26.4,17.3,17.3,2021,9,Sep,Monsoon
2021-09-23,29.4,24.5,26.6,6.4,6.4,2021,9,Sep,Monsoon
2021-09-24,30.6,24.6,27.0,2.1,2.1,2021,9,Sep,Monsoon
2021-09-25,30.8,24.5,27.2,2.1,2.1,2021,9,Sep,Monsoon
2021-09-26,30.5,24.0,26.8,1.5,1.5,2021,9,Sep,Monsoon
2021-09-27,31.9,24.5,28.1,0.2,0.2,2021,9,Sep,Monsoon
2021-09-28,32.0,25.6,28.1,1.7,1.7,2021,9,Sep,Monsoon
2021-09-29,31.5,25.1,28.1,0.2,0.2,2021,9,Sep,Monsoon
2021-09-30,31.5,25.2,28.2,0.7,0.7,2021,9,Sep,Monsoon
2021-10-01,32.2,25.2,28.6,0.2,0.2,2021,10,Oct,Post-monsoon/Autumn
2021-10-02,33.0,25.5,28.9,0.2,0.2,2021,10,Oct,Post-monsoon/Autumn
2021-10-03,33.4,25.7,29.1,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-04,32.8,25.8,28.9,0.1,0.1,2021,10,Oct,Post-monsoon/Autumn
2021-10-05,32.2,24.5,28.4,2.3,2.3,2021,10,Oct,Post-monsoon/Autumn
2021-10-06,32.3,25.5,28.4,0.1,0.1,2021,10,Oct,Post-monsoon/Autumn
2021-10-07,32.4,23.1,27.3,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-08,33.2,23.2,27.9,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-09,34.1,23.0,28.5,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-10,34.8,22.1,28.3,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-11,34.7,22.2,28.0,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-12,34.5,22.6,27.9,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-13,32.8,21.2,26.4,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-14,32.0,19.5,25.2,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-15,33.1,19.5,25.8,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-16,33.5,20.9,27.0,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-17,31.0,23.0,26.4,3.3,3.3,2021,10,Oct,Post-monsoon/Autumn
2021-10-18,23.7,20.9,22.4,27.4,27.4,2021,10,Oct,Post-monsoon/Autumn
2021-10-19,28.9,19.3,23.8,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-20,30.8,20.0,24.4,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-21,29.6,18.1,23.3,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-22,30.2,20.2,23.9,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-23,29.6,19.5,23.9,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-24,27.3,19.0,22.8,0.2,0.2,2021,10,Oct,Post-monsoon/Autumn
2021-10-25,27.3,17.3,22.0,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-26,26.6,16.8,20.9,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-27,27.2,15.6,20.9,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-28,27.4,15.4,20.6,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-29,28.3,14.8,21.0,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-30,28.4,15.8,21.4,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-10-31,28.9,16.3,22.2,0.0,0.0,2021,10,Oct,Post-monsoon/Autumn
2021-11-01,28.9,16.1,22.1,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-02,27.8,16.4,21.5,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-03,28.5,15.6,21.7,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-04,27.6,15.1,21.2,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-05,27.4,14.8,20.6,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-06,28.4,14.6,20.9,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-07,28.4,15.6,21.2,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-08,28.7,14.6,21.0,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-09,28.1,15.3,20.9,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-10,28.8,13.8,20.7,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-11,28.2,13.5,20.4,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-12,28.0,14.5,20.2,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-13,27.0,12.6,19.4,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-14,26.2,11.7,18.6,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-15,25.8,12.2,18.5,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-16,25.2,11.3,17.9,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-17,24.6,10.9,17.7,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-18,24.5,12.0,19.1,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-19,24.8,11.8,18.7,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-20,25.1,15.6,19.3,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-21,25.9,13.4,19.0,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-22,26.0,12.9,18.8,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-23,25.6,12.2,18.3,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-24,26.0,11.4,18.6,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-25,25.1,11.9,17.9,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-26,25.2,11.8,18.4,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-27,25.2,12.9,18.8,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-28,25.0,13.6,18.9,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-29,24.9,11.4,18.1,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-11-30,24.8,12.5,18.0,0.0,0.0,2021,11,Nov,Post-monsoon/Autumn
2021-12-01,21.9,13.4,17.1,0.0,0.0,2021,12,Dec,Winter
2021-12-02,19.7,14.1,16.4,3.9,3.9,2021,12,Dec,Winter
2021-12-03,22.6,12.8,17.2,0.0,0.0,2021,12,Dec,Winter
2021-12-04,24.0,11.6,17.4,0.0,0.0,2021,12,Dec,Winter
2021-12-05,24.3,13.4,19.0,0.5,0.5,2021,12,Dec,Winter
2021-12-06,23.2,14.3,18.2,1.6,1.6,2021,12,Dec,Winter
2021-12-07,22.8,12.6,16.7,0.0,0.0,2021,12,Dec,Winter
2021-12-08,22.1,11.1,15.5,0.0,0.0,2021,12,Dec,Winter
2021-12-09,22.0,9.3,15.1,0.0,0.0,2021,12,Dec,Winter
2021-12-10,22.1,10.0,15.4,0.0,0.0,2021,12,Dec,Winter
2021-12-11,21.6,9.4,14.6,0.0,0.0,2021,12,Dec,Winter
2021-12-12,21.0,8.9,14.5,0.0,0.0,2021,12,Dec,Winter
2021-12-13,19.2,8.2,14.6,0.0,0.0,2021,12,Dec,Winter
2021-12-14,20.6,8.8,14.9,0.0,0.0,2021,12,Dec,Winter
2021-12-15,20.6,9.2,14.0,0.0,0.0,2021,12,Dec,Winter
2021-12-16,18.0,9.9,13.6,0.0,0.0,2021,12,Dec,Winter
2021-12-17,17.9,7.9,12.3,0.0,0.0,2021,12,Dec,Winter
2021-12-18,17.8,6.2,11.2,0.0,0.0,2021,12,Dec,Winter
2021-12-19,17.5,6.1,11.1,0.0,0.0,2021,12,Dec,Winter
2021-12-20,18.1,5.9,11.6,0.0,0.0,2021,12,Dec,Winter
2021-12-21,19.5,5.2,12.1,0.0,0.0,2021,12,Dec,Winter
2021-12-22,20.1,5.8,13.3,0.0,0.0,2021,12,Dec,Winter
2021-12-23,21.1,8.4,14.2,0.0,0.0,2021,12,Dec,Winter
2021-12-24,21.4,9.6,14.5,0.0,0.0,2021,12,Dec,Winter
2021-12-25,21.1,10.6,15.5,0.0,0.0,2021,12,Dec,Winter
2021-12-26,18.4,10.8,15.0,4.6,4.6,2021,12,Dec,Winter
2021-12-27,19.6,10.7,14.8,3.2,3.2,2021,12,Dec,Winter
2021-12-28,19.5,10.4,13.9,1.7,1.7,2021,12,Dec,Winter
2021-12-29,19.0,8.4,13.0,0.0,0.0,2021,12,Dec,Winter
2021-12-30,17.9,5.2,10.7,0.0,0.0,2021,12,Dec,Winter
2021-12-31,17.8,5.0,10.5,0.0,0.0,2021,12,Dec,Winter
2022-01-01,18.1,5.7,10.9,0.0,0.0,2022,1,Jan,Winter
2022-01-02,18.8,6.8,11.9,0.0,0.0,2022,1,Jan,Winter
2022-01-03,20.1,7.4,12.6,0.0,0.0,2022,1,Jan,Winter
2022-01-04,22.0,8.1,14.5,0.2,0.2,2022,1,Jan,Winter
2022-01-05,14.9,11.6,13.3,9.6,9.6,2022,1,Jan,Winter
2022-01-06,18.6,12.0,14.6,0.9,0.9,2022,1,Jan,Winter
2022-01-07,19.9,12.7,15.6,1.9,1.9,2022,1,Jan,Winter
2022-01-08,17.1,14.1,15.4,16.2,16.2,2022,1,Jan,Winter
2022-01-09,17.0,10.4,14.1,3.6,3.6,2022,1,Jan,Winter
2022-01-10,16.9,7.9,11.5,0.0,0.0,2022,1,Jan,Winter
2022-01-11,17.4,7.3,11.5,0.0,0.0,2022,1,Jan,Winter
2022-01-12,17.1,7.6,11.3,0.0,0.0,2022,1,Jan,Winter
2022-01-13,17.4,7.2,12.3,0.0,0.0,2022,1,Jan,Winter
2022-01-14,16.5,6.2,10.7,0.0,0.0,2022,1,Jan,Winter
2022-01-15,16.8,5.8,9.9,0.0,0.0,2022,1,Jan,Winter
2022-01-16,15.8,5.8,10.2,0.0,0.0,2022,1,Jan,Winter
2022-01-17,14.1,4.7,9.7,0.0,0.0,2022,1,Jan,Winter
2022-01-18,16.1,5.3,9.6,0.0,0.0,2022,1,Jan,Winter
2022-01-19,17.7,6.6,11.0,0.7,0.7,2022,1,Jan,Winter
2022-01-20,17.7,9.3,13.1,0.9,0.9,2022,1,Jan,Winter
2022-01-21,18.4,7.2,12.2,0.0,0.0,2022,1,Jan,Winter
2022-01-22,16.0,11.9,13.2,22.8,22.8,2022,1,Jan,Winter
2022-01-23,16.6,9.2,12.7,3.5,3.5,2022,1,Jan,Winter
2022-01-24,16.2,7.1,10.7,0.6,0.6,2022,1,Jan,Winter
2022-01-25,16.4,6.2,10.3,0.0,0.0,2022,1,Jan,Winter
2022-01-26,16.8,6.3,10.7,0.0,0.0,2022,1,Jan,Winter
2022-01-27,17.8,6.9,11.5,0.0,0.0,2022,1,Jan,Winter
2022-01-28,17.9,7.1,11.6,0.0,0.0,2022,1,Jan,Winter
2022-01-29,19.5,6.8,12.4,0.0,0.0,2022,1,Jan,Winter
2022-01-30,20.2,8.9,13.7,0.0,0.0,2022,1,Jan,Winter
2022-01-31,20.9,8.1,13.6,0.0,0.0,2022,1,Jan,Winter
2022-02-01,20.8,8.6,13.9,0.0,0.0,2022,2,Feb,Winter
2022-02-02,20.5,8.9,14.2,0.0,0.0,2022,2,Feb,Winter
2022-02-03,15.1,10.3,12.7,16.6,16.6,2022,2,Feb,Winter
2022-02-04,16.5,8.2,11.5,0.2,0.2,2022,2,Feb,Winter
2022-02-05,16.6,5.7,10.9,0.0,0.0,2022,2,Feb,Winter
2022-02-06,20.5,7.4,13.7,0.0,0.0,2022,2,Feb,Winter
2022-02-07,22.2,8.2,15.2,0.0,0.0,2022,2,Feb,Winter
2022-02-08,22.1,10.6,16.1,1.4,1.4,2022,2,Feb,Winter
2022-02-09,18.5,10.3,14.4,3.6,3.6,2022,2,Feb,Winter
2022-02-10,20.0,8.0,13.8,0.0,0.0,2022,2,Feb,Winter
2022-02-11,20.1,9.9,14.2,0.0,0.0,2022,2,Feb,Winter
2022-02-12,21.1,9.4,14.3,0.0,0.0,2022,2,Feb,Winter
2022-02-13,22.4,8.4,14.7,0.0,0.0,2022,2,Feb,Winter
2022-02-14,23.1,9.1,15.5,0.0,0.0,2022,2,Feb,Winter
2022-02-15,23.2,10.9,16.5,0.0,0.0,2022,2,Feb,Winter
2022-02-16,23.6,10.0,16.2,0.0,0.0,2022,2,Feb,Winter
2022-02-17,24.2,10.6,17.3,0.0,0.0,2022,2,Feb,Winter
2022-02-18,25.0,9.9,17.3,0.0,0.0,2022,2,Feb,Winter
2022-02-19,24.0,10.4,16.6,0.0,0.0,2022,2,Feb,Winter
2022-02-20,23.7,12.4,17.2,0.0,0.0,2022,2,Feb,Winter
2022-02-21,24.5,11.1,17.5,0.0,0.0,2022,2,Feb,Winter
2022-02-22,25.4,12.4,18.6,0.0,0.0,2022,2,Feb,Winter
2022-02-23,23.8,14.1,18.6,0.0,0.0,2022,2,Feb,Winter
2022-02-24,25.0,12.2,18.2,0.0,0.0,2022,2,Feb,Winter
2022-02-25,25.0,12.6,18.6,0.0,0.0,2022,2,Feb,Winter
2022-02-26,23.5,14.3,17.8,1.5,1.5,2022,2,Feb,Winter
2022-02-27,23.4,12.2,17.1,0.0,0.0,2022,2,Feb,Winter
2022-02-28,23.0,10.9,16.4,0.0,0.0,2022,2,Feb,Winter
2022-03-01,24.4,10.6,17.1,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-02,25.6,11.3,18.5,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-03,26.9,13.0,19.5,1.6,1.6,2022,3,Mar,Spring/Pre-monsoon
2022-03-04,25.0,13.3,18.8,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-05,25.7,13.1,18.9,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-06,26.2,13.9,19.6,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-07,28.0,14.2,20.9,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-08,29.6,14.2,21.5,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-09,30.1,15.4,22.1,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-10,29.0,16.4,22.2,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-11,28.9,15.8,22.0,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-12,30.0,15.3,22.2,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-13,31.5,16.9,23.5,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-14,31.9,16.0,24.2,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-15,33.3,18.8,26.1,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-16,34.6,19.9,27.0,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-17,33.2,20.0,26.5,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-18,34.0,21.8,27.3,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-19,34.5,20.4,27.8,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-20,36.1,21.8,28.1,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-21,35.8,20.1,27.8,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-22,34.9,20.7,27.8,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-23,35.2,18.9,27.5,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-24,34.3,20.7,27.4,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-25,34.5,19.4,26.8,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-26,34.7,19.7,27.1,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-27,36.2,20.0,28.0,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-28,37.5,20.1,28.9,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-29,38.4,19.0,29.1,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-30,38.3,20.5,29.4,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-03-31,38.7,21.3,29.5,0.0,0.0,2022,3,Mar,Spring/Pre-monsoon
2022-04-01,35.9,21.5,28.9,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-02,37.4,19.9,28.9,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-03,38.8,21.9,30.1,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-04,37.8,21.8,29.1,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-05,38.2,20.8,29.4,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-06,38.7,20.9,30.2,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-07,39.3,21.4,31.0,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-08,40.8,23.0,32.1,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-09,41.6,22.4,32.9,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-10,41.0,24.1,33.3,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-11,41.4,24.5,32.9,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-12,39.8,26.0,32.3,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-13,38.8,23.8,32.5,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-14,39.2,25.2,31.8,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-15,38.8,24.0,31.1,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-16,39.5,23.1,31.7,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-17,40.5,24.0,32.0,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-18,41.3,24.1,32.7,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-19,41.8,25.1,34.1,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-20,40.8,27.2,33.9,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-21,36.7,26.2,31.5,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-22,38.3,22.6,30.9,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-23,39.2,23.8,31.6,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-24,39.7,24.2,32.1,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-25,40.5,25.1,33.0,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-26,40.6,25.0,33.0,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-27,41.2,23.9,33.2,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-28,43.0,26.0,34.9,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-29,43.5,27.0,35.8,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-04-30,43.2,28.2,35.7,0.0,0.0,2022,4,Apr,Spring/Pre-monsoon
2022-05-01,41.3,26.4,33.0,0.0,0.0,2022,5,May,Summer
2022-05-02,40.9,26.1,32.6,0.0,0.0,2022,5,May,Summer
2022-05-03,39.4,26.8,32.8,0.1,0.1,2022,5,May,Summer
2022-05-04,39.2,26.1,31.0,0.2,0.2,2022,5,May,Summer
2022-05-05,38.2,23.5,30.6,0.0,0.0,2022,5,May,Summer
2022-05-06,39.3,25.6,32.3,0.0,0.0,2022,5,May,Summer
2022-05-07,39.9,26.0,32.8,0.0,0.0,2022,5,May,Summer
2022-05-08,41.2,25.5,33.0,0.0,0.0,2022,5,May,Summer
2022-05-09,40.2,27.4,33.3,0.0,0.0,2022,5,May,Summer
2022-05-10,39.7,28.1,33.4,0.0,0.0,2022,5,May,Summer
2022-05-11,41.2,27.8,34.1,0.0,0.0,2022,5,May,Summer
2022-05-12,42.7,28.6,35.1,0.0,0.0,2022,5,May,Summer
2022-05-13,43.7,27.8,35.0,0.0,0.0,2022,5,May,Summer
2022-05-14,44.2,27.6,35.9,0.0,0.0,2022,5,May,Summer
2022-05-15,45.3,29.5,37.7,0.0,0.0,2022,5,May,Summer
2022-05-16,42.0,31.5,36.4,0.0,0.0,2022,5,May,Summer
2022-05-17,39.1,28.0,32.9,0.4,0.4,2022,5,May,Summer
2022-05-18,42.3,27.5,34.8,0.0,0.0,2022,5,May,Summer
2022-05-19,43.5,27.0,35.5,0.0,0.0,2022,5,May,Summer
2022-05-20,45.2,28.1,36.8,0.0,0.0,2022,5,May,Summer
2022-05-21,40.5,29.4,35.1,0.0,0.0,2022,5,May,Summer
2022-05-22,40.0,25.8,33.4,0.0,0.0,2022,5,May,Summer
2022-05-23,31.5,22.0,26.2,25.5,25.5,2022,5,May,Summer
2022-05-24,33.1,21.5,26.9,0.0,0.0,2022,5,May,Summer
2022-05-25,33.2,23.0,28.1,0.0,0.0,2022,5,May,Summer
2022-05-26,35.5,23.8,29.6,0.0,0.0,2022,5,May,Summer
2022-05-27,38.2,25.6,31.4,0.0,0.0,2022,5,May,Summer
2022-05-28,39.7,27.0,32.9,1.2,1.2,2022,5,May,Summer
2022-05-29,40.6,26.2,33.0,0.0,0.0,2022,5,May,Summer
2022-05-30,40.7,27.5,32.8,0.2,0.2,2022,5,May,Summer
2022-05-31,39.7,25.6,32.7,0.0,0.0,2022,5,May,Summer
2022-06-01,40.5,25.4,33.6,0.0,0.0,2022,6,Jun,Monsoon
2022-06-02,41.5,28.4,34.1,0.0,0.0,2022,6,Jun,Monsoon
2022-06-03,42.5,27.2,34.9,0.0,0.0,2022,6,Jun,Monsoon
2022-06-04,43.4,26.9,35.5,0.0,0.0,2022,6,Jun,Monsoon
2022-06-05,42.9,28.8,35.8,0.0,0.0,2022,6,Jun,Monsoon
2022-06-06,42.4,28.4,35.4,0.0,0.0,2022,6,Jun,Monsoon
2022-06-07,43.2,29.6,36.4,0.0,0.0,2022,6,Jun,Monsoon
2022-06-08,42.5,31.8,36.8,0.0,0.0,2022,6,Jun,Monsoon
2022-06-09,42.8,30.7,36.7,0.0,0.0,2022,6,Jun,Monsoon
2022-06-10,42.1,30.5,36.9,0.0,0.0,2022,6,Jun,Monsoon
2022-06-11,43.2,31.1,37.2,0.0,0.0,2022,6,Jun,Monsoon
2022-06-12,42.7,30.0,36.6,0.0,0.0,2022,6,Jun,Monsoon
2022-06-13,43.1,31.6,37.3,0.0,0.0,2022,6,Jun,Monsoon
2022-06-14,38.5,31.0,34.7,0.0,0.0,2022,6,Jun,Monsoon
2022-06-15,41.9,29.4,35.7,0.0,0.0,2022,6,Jun,Monsoon
2022-06-16,39.0,30.6,34.2,0.7,0.7,2022,6,Jun,Monsoon
2022-06-17,36.5,23.8,29.9,11.6,11.6,2022,6,Jun,Monsoon
2022-06-18,34.5,24.9,29.7,0.9,0.9,2022,6,Jun,Monsoon
2022-06-19,32.0,23.7,26.6,9.9,9.9,2022,6,Jun,Monsoon
2022-06-20,32.5,22.6,27.5,0.1,0.1,2022,6,Jun,Monsoon
2022-06-21,32.0,24.3,27.9,9.3,9.3,2022,6,Jun,Monsoon
2022-06-22,34.5,24.1,29.5,13.0,13.0,2022,6,Jun,Monsoon
2022-06-23,36.7,26.2,31.1,0.0,0.0,2022,6,Jun,Monsoon
2022-06-24,37.4,24.3,30.9,0.0,0.0,2022,6,Jun,Monsoon
2022-06-25,38.3,24.9,32.5,0.0,0.0,2022,6,Jun,Monsoon
2022-06-26,39.2,28.5,33.6,0.0,0.0,2022,6,Jun,Monsoon
2022-06-27,38.7,30.2,34.3,0.0,0.0,2022,6,Jun,Monsoon
2022-06-28,41.0,28.0,34.2,0.9,0.9,2022,6,Jun,Monsoon
2022-06-29,41.8,29.3,33.9,0.0,0.0,2022,6,Jun,Monsoon
2022-06-30,31.2,26.4,28.6,1.4,1.4,2022,6,Jun,Monsoon
2022-07-01,32.0,24.8,28.1,1.0,1.0,2022,7,Jul,Monsoon
2022-07-02,35.0,26.1,29.9,2.3,2.3,2022,7,Jul,Monsoon
2022-07-03,34.4,25.4,29.2,4.5,4.5,2022,7,Jul,Monsoon
2022-07-04,35.2,25.9,30.7,15.5,15.5,2022,7,Jul,Monsoon
2022-07-05,36.3,27.0,32.0,0.2,0.2,2022,7,Jul,Monsoon
2022-07-06,35.8,28.5,30.8,4.0,4.0,2022,7,Jul,Monsoon
2022-07-07,35.5,27.4,31.5,0.5,0.5,2022,7,Jul,Monsoon
2022-07-08,36.8,29.0,32.6,0.1,0.1,2022,7,Jul,Monsoon
