date,temp_max_c,temp_min_c,temp_mean_c,precipitation_mm,rain_mm,year,month,month_name,season
2016-06-23,37.7,27.8,32.8,0.0,0.0,2016,6,Jun,Monsoon
2016-06-24,38.8,28.6,33.8,0.6,0.6,2016,6,Jun,Monsoon
2016-06-25,38.9,29.9,34.2,0.0,0.0,2016,6,Jun,Monsoon
2016-06-26,36.5,27.3,32.4,3.1,3.1,2016,6,Jun,Monsoon
2016-06-27,37.0,27.0,32.1,3.3,3.3,2016,6,Jun,Monsoon
2016-06-28,34.2,26.2,30.1,10.4,10.4,2016,6,Jun,Monsoon
2016-06-29,36.1,27.1,32.1,10.5,10.5,2016,6,Jun,Monsoon
2016-06-30,37.8,27.9,33.1,0.4,0.4,2016,6,Jun,Monsoon
2016-07-01,36.0,27.2,31.8,23.3,23.3,2016,7,Jul,Monsoon
2016-07-02,30.7,26.0,27.8,67.9,67.9,2016,7,Jul,Monsoon
2016-07-03,30.2,25.4,26.9,15.1,15.1,2016,7,Jul,Monsoon
2016-07-04,32.7,25.3,28.8,1.2,1.2,2016,7,Jul,Monsoon
2016-07-05,34.7,26.9,31.0,0.3,0.3,2016,7,Jul,Monsoon
2016-07-06,33.4,27.1,30.0,2.6,2.6,2016,7,Jul,Monsoon
2016-07-07,33.5,26.6,30.3,1.5,1.5,2016,7,Jul,Monsoon
2016-07-08,34.4,27.1,30.8,2.5,2.5,2016,7,Jul,Monsoon
2016-07-09,34.5,27.4,30.6,1.3,1.3,2016,7,Jul,Monsoon
2016-07-10,34.4,27.6,31.1,0.0,0.0,2016,7,Jul,Monsoon
2016-07-11,33.0,26.8,29.3,4.3,4.3,2016,7,Jul,Monsoon
2016-07-12,32.0,26.0,29.0,15.6,15.6,2016,7,Jul,Monsoon
2016-07-13,33.0,26.9,29.5,3.9,3.9,2016,7,Jul,Monsoon
2016-07-14,32.7,27.1,29.0,22.2,22.2,2016,7,Jul,Monsoon
2016-07-15,32.1,25.6,28.0,31.3,31.3,2016,7,Jul,Monsoon
2016-07-16,27.4,25.8,26.5,75.4,75.4,2016,7,Jul,Monsoon
2016-07-17,26.8,25.4,26.0,50.8,50.8,2016,7,Jul,Monsoon
2016-07-18,32.8,25.0,28.2,5.7,5.7,2016,7,Jul,Monsoon
2016-07-19,34.1,25.8,29.7,1.9,1.9,2016,7,Jul,Monsoon
2016-07-20,34.8,27.4,30.8,0.0,0.0,2016,7,Jul,Monsoon
2016-07-21,35.3,28.4,31.2,0.5,0.5,2016,7,Jul,Monsoon
2016-07-22,34.6,26.9,30.9,0.6,0.6,2016,7,Jul,Monsoon
2016-07-23,32.0,26.9,28.8,5.0,5.0,2016,7,Jul,Monsoon
2016-07-24,32.3,25.7,28.8,3.1,3.1,2016,7,Jul,Monsoon
2016-07-25,33.1,25.5,29.2,7.4,7.4,2016,7,Jul,Monsoon
2016-07-26,31.3,26.0,28.0,4.2,4.2,2016,7,Jul,Monsoon
2016-07-27,29.5,25.7,27.3,6.5,6.5,2016,7,Jul,Monsoon
2016-07-28,30.0,24.9,26.7,18.9,18.9,2016,7,Jul,Monsoon
2016-07-29,27.0,24.7,25.8,18.7,18.7,2016,7,Jul,Monsoon
2016-07-30,29.6,24.8,26.6,8.3,8.3,2016,7,Jul,Monsoon
2016-07-31,29.0,24.7,26.8,7.6,7.6,2016,7,Jul,Monsoon
2016-08-01,29.2,25.1,26.9,12.5,12.5,2016,8,Aug,Monsoon
2016-08-02,31.9,24.7,27.5,10.6,10.6,2016,8,Aug,Monsoon
2016-08-03,32.9,25.7,29.2,0.0,0.0,2016,8,Aug,Monsoon
2016-08-04,33.6,27.2,29.6,4.8,4.8,2016,8,Aug,Monsoon
2016-08-05,33.7,27.3,30.1,1.1,1.1,2016,8,Aug,Monsoon
2016-08-06,31.3,27.1,28.6,1.0,1.0,2016,8,Aug,Monsoon
2016-08-07,33.0,26.0,28.9,2.7,2.7,2016,8,Aug,Monsoon
2016-08-08,32.5,26.8,29.0,4.7,4.7,2016,8,Aug,Monsoon
2016-08-09,30.5,25.9,27.8,6.3,6.3,2016,8,Aug,Monsoon
2016-08-10,30.4,25.8,27.3,10.5,10.5,2016,8,Aug,Monsoon
2016-08-11,30.4,25.2,26.9,14.1,14.1,2016,8,Aug,Monsoon
2016-08-12,30.7,25.1,27.3,11.9,11.9,2016,8,Aug,Monsoon
2016-08-13,31.8,25.3,27.8,11.4,11.4,2016,8,Aug,Monsoon
2016-08-14,30.9,25.3,27.7,13.9,13.9,2016,8,Aug,Monsoon
2016-08-15,33.1,25.9,29.0,2.6,2.6,2016,8,Aug,Monsoon
2016-08-16,33.4,26.0,29.5,0.8,0.8,2016,8,Aug,Monsoon
2016-08-17,29.8,26.4,28.1,0.2,0.2,2016,8,Aug,Monsoon
2016-08-18,30.1,25.8,27.8,7.1,7.1,2016,8,Aug,Monsoon
2016-08-19,32.3,25.9,29.0,1.3,1.3,2016,8,Aug,Monsoon
2016-08-20,31.6,26.3,28.7,2.9,2.9,2016,8,Aug,Monsoon
2016-08-21,30.6,25.4,27.9,0.0,0.0,2016,8,Aug,Monsoon
2016-08-22,31.6,24.2,27.9,0.0,0.0,2016,8,Aug,Monsoon
2016-08-23,31.0,25.8,28.5,0.1,0.1,2016,8,Aug,Monsoon
2016-08-24,29.7,26.1,27.3,12.8,12.8,2016,8,Aug,Monsoon
2016-08-25,32.3,25.5,28.4,1.3,1.3,2016,8,Aug,Monsoon
2016-08-26,32.9,26.1,28.9,1.5,1.5,2016,8,Aug,Monsoon
2016-08-27,32.5,25.0,28.4,6.5,6.5,2016,8,Aug,Monsoon
2016-08-28,32.9,26.3,29.0,6.3,6.3,2016,8,Aug,Monsoon
2016-08-29,31.7,25.5,27.5,13.7,13.7,2016,8,Aug,Monsoon
2016-08-30,31.4,24.4,27.1,24.3,24.3,2016,8,Aug,Monsoon
2016-08-31,30.0,25.0,26.8,18.5,18.5,2016,8,Aug,Monsoon
2016-09-01,31.3,24.5,27.0,7.3,7.3,2016,9,Sep,Monsoon
2016-09-02,31.7,25.1,28.2,0.4,0.4,2016,9,Sep,Monsoon
2016-09-03,31.3,25.6,28.2,0.2,0.2,2016,9,Sep,Monsoon
2016-09-04,32.0,24.7,28.2,0.0,0.0,2016,9,Sep,Monsoon
2016-09-05,31.6,24.4,28.0,0.1,0.1,2016,9,Sep,Monsoon
2016-09-06,31.6,25.3,28.3,0.0,0.0,2016,9,Sep,Monsoon
2016-09-07,32.1,24.9,28.3,0.0,0.0,2016,9,Sep,Monsoon
2016-09-08,32.1,25.2,28.5,0.1,0.1,2016,9,Sep,Monsoon
2016-09-09,33.0,25.1,28.8,0.0,0.0,2016,9,Sep,Monsoon
2016-09-10,33.1,25.5,29.0,0.0,0.0,2016,9,Sep,Monsoon
2016-09-11,32.9,25.4,28.9,0.0,0.0,2016,9,Sep,Monsoon
2016-09-12,32.5,25.5,28.8,0.0,0.0,2016,9,Sep,Monsoon
2016-09-13,33.0,25.1,29.0,0.0,0.0,2016,9,Sep,Monsoon
2016-09-14,31.9,24.2,27.9,0.1,0.1,2016,9,Sep,Monsoon
2016-09-15,33.1,25.0,28.7,0.0,0.0,2016,9,Sep,Monsoon
2016-09-16,33.6,25.2,29.1,0.0,0.0,2016,9,Sep,Monsoon
2016-09-17,32.7,24.0,28.7,0.0,0.0,2016,9,Sep,Monsoon
2016-09-18,33.0,24.5,28.7,0.0,0.0,2016,9,Sep,Monsoon
2016-09-19,33.2,24.4,29.0,0.0,0.0,2016,9,Sep,Monsoon
2016-09-20,34.6,25.3,30.0,0.0,0.0,2016,9,Sep,Monsoon
2016-09-21,34.4,26.1,29.6,0.0,0.0,2016,9,Sep,Monsoon
2016-09-22,30.2,23.9,27.0,2.0,2.0,2016,9,Sep,Monsoon
2016-09-23,31.9,22.9,27.4,0.0,0.0,2016,9,Sep,Monsoon
2016-09-24,31.8,24.5,28.1,0.2,0.2,2016,9,Sep,Monsoon
2016-09-25,31.7,23.6,27.6,0.0,0.0,2016,9,Sep,Monsoon
2016-09-26,32.5,24.3,28.2,0.2,0.2,2016,9,Sep,Monsoon
2016-09-27,32.8,24.4,28.5,0.0,0.0,2016,9,Sep,Monsoon
2016-09-28,33.7,24.2,29.1,0.0,0.0,2016,9,Sep,Monsoon
2016-09-29,33.2,24.9,29.0,0.1,0.1,2016,9,Sep,Monsoon
2016-09-30,33.5,24.4,29.1,0.0,0.0,2016,9,Sep,Monsoon
2016-10-01,33.7,25.6,29.8,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-02,33.8,26.3,29.7,0.3,0.3,2016,10,Oct,Post-monsoon/Autumn
2016-10-03,33.1,25.4,29.3,1.7,1.7,2016,10,Oct,Post-monsoon/Autumn
2016-10-04,33.0,25.5,29.1,1.7,1.7,2016,10,Oct,Post-monsoon/Autumn
2016-10-05,31.4,24.7,28.0,7.7,7.7,2016,10,Oct,Post-monsoon/Autumn
2016-10-06,31.8,24.3,28.2,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-07,33.6,24.2,28.5,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-08,33.9,23.1,28.3,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-09,34.0,21.7,28.1,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-10,32.6,22.7,27.3,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-11,33.4,19.7,26.6,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-12,33.7,19.3,26.4,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-13,34.0,18.3,26.1,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-14,33.3,17.3,25.3,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-15,32.9,17.5,25.4,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-16,33.1,17.9,25.5,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-17,33.1,18.4,25.7,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-18,32.6,17.2,24.8,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-19,32.9,17.1,24.9,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-20,33.6,18.7,25.5,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-21,33.3,19.7,25.9,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-22,33.6,19.8,25.9,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-23,32.7,18.8,25.3,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-24,32.6,18.4,25.2,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-25,32.8,19.4,25.3,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-26,32.7,17.3,24.9,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-27,31.7,16.2,23.9,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-28,30.9,16.7,23.7,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-29,30.9,17.9,23.8,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-30,30.2,16.4,23.3,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-10-31,29.6,18.8,23.6,0.0,0.0,2016,10,Oct,Post-monsoon/Autumn
2016-11-01,29.3,15.8,22.7,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-02,29.7,16.2,23.1,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-03,29.7,15.5,23.1,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-04,29.8,15.4,22.6,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-05,29.5,15.7,22.5,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-06,29.5,15.0,22.3,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-07,29.5,15.6,22.1,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-08,29.3,17.1,22.4,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-09,29.5,15.1,21.7,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-10,29.3,13.3,21.0,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-11,28.9,13.7,21.0,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-12,29.3,14.7,21.7,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-13,28.5,15.6,21.9,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-14,27.7,17.0,21.9,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-15,27.2,16.9,21.4,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-16,27.1,14.0,20.1,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-17,27.5,14.0,20.1,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-18,27.1,14.4,20.1,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-19,26.9,13.1,19.6,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-20,27.6,13.2,19.7,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-21,28.7,13.0,20.4,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-22,28.8,13.2,20.6,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-23,28.1,14.8,20.7,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-24,27.8,13.0,20.0,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-25,28.7,15.3,21.3,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-26,29.4,16.9,22.0,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-27,29.2,15.7,21.5,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-28,28.1,16.1,21.0,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-29,26.5,11.2,18.7,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-11-30,26.3,12.2,19.1,0.0,0.0,2016,11,Nov,Post-monsoon/Autumn
2016-12-01,26.0,14.2,19.9,0.0,0.0,2016,12,Dec,Winter
2016-12-02,25.3,13.7,19.3,0.0,0.0,2016,12,Dec,Winter
2016-12-03,25.6,11.5,18.2,0.0,0.0,2016,12,Dec,Winter
2016-12-04,25.2,10.8,17.7,0.0,0.0,2016,12,Dec,Winter
2016-12-05,25.3,11.3,18.0,0.0,0.0,2016,12,Dec,Winter
2016-12-06,25.2,11.4,18.2,0.0,0.0,2016,12,Dec,Winter
2016-12-07,24.7,11.0,18.2,0.0,0.0,2016,12,Dec,Winter
2016-12-08,24.4,10.9,17.8,0.0,0.0,2016,12,Dec,Winter
2016-12-09,25.2,11.4,18.2,0.0,0.0,2016,12,Dec,Winter
2016-12-10,25.6,11.8,18.6,0.0,0.0,2016,12,Dec,Winter
2016-12-11,25.7,12.7,19.2,0.0,0.0,2016,12,Dec,Winter
2016-12-12,25.4,12.4,18.7,0.0,0.0,2016,12,Dec,Winter
2016-12-13,24.4,12.2,18.1,0.0,0.0,2016,12,Dec,Winter
2016-12-14,23.8,12.5,17.4,0.0,0.0,2016,12,Dec,Winter
2016-12-15,23.3,10.9,16.4,0.0,0.0,2016,12,Dec,Winter
2016-12-16,22.6,8.4,15.3,0.0,0.0,2016,12,Dec,Winter
2016-12-17,22.3,9.1,15.3,0.0,0.0,2016,12,Dec,Winter
2016-12-18,22.1,9.0,15.0,0.0,0.0,2016,12,Dec,Winter
2016-12-19,23.1,8.7,15.3,0.0,0.0,2016,12,Dec,Winter
2016-12-20,24.3,12.1,17.2,0.0,0.0,2016,12,Dec,Winter
2016-12-21,24.9,11.7,17.3,0.0,0.0,2016,12,Dec,Winter
2016-12-22,23.1,9.9,16.5,0.0,0.0,2016,12,Dec,Winter
2016-12-23,23.8,10.3,16.7,0.0,0.0,2016,12,Dec,Winter
2016-12-24,23.8,9.5,16.1,0.0,0.0,2016,12,Dec,Winter
2016-12-25,21.6,11.9,16.2,0.0,0.0,2016,12,Dec,Winter
2016-12-26,22.6,11.4,16.1,0.0,0.0,2016,12,Dec,Winter
2016-12-27,22.9,9.7,15.7,0.0,0.0,2016,12,Dec,Winter
2016-12-28,23.4,8.4,15.8,0.0,0.0,2016,12,Dec,Winter
2016-12-29,23.0,9.6,15.8,0.0,0.0,2016,12,Dec,Winter
2016-12-30,22.1,11.2,16.0,0.0,0.0,2016,12,Dec,Winter
2016-12-31,21.6,10.4,15.3,0.0,0.0,2016,12,Dec,Winter
2017-01-01,22.0,11.2,15.7,0.0,0.0,2017,1,Jan,Winter
2017-01-02,21.7,10.7,15.5,0.0,0.0,2017,1,Jan,Winter
2017-01-03,22.5,10.4,16.1,0.0,0.0,2017,1,Jan,Winter
2017-01-04,23.0,10.2,16.6,0.0,0.0,2017,1,Jan,Winter
2017-01-05,23.4,10.9,16.7,0.0,0.0,2017,1,Jan,Winter
2017-01-06,23.0,12.4,16.8,1.8,1.8,2017,1,Jan,Winter
2017-01-07,19.4,11.4,14.6,5.4,5.4,2017,1,Jan,Winter
2017-01-08,18.4,10.6,13.6,0.0,0.0,2017,1,Jan,Winter
2017-01-09,19.2,8.4,13.0,0.0,0.0,2017,1,Jan,Winter
2017-01-10,16.7,6.3,11.0,0.0,0.0,2017,1,Jan,Winter
2017-01-11,15.9,4.6,9.7,0.0,0.0,2017,1,Jan,Winter
2017-01-12,16.9,4.2,10.1,0.0,0.0,2017,1,Jan,Winter
2017-01-13,17.9,4.9,10.5,0.0,0.0,2017,1,Jan,Winter
2017-01-14,18.5,4.4,11.3,0.0,0.0,2017,1,Jan,Winter
2017-01-15,20.2,8.3,13.8,0.0,0.0,2017,1,Jan,Winter
2017-01-16,19.6,10.4,14.5,0.2,0.2,2017,1,Jan,Winter
2017-01-17,16.5,5.9,10.7,0.0,0.0,2017,1,Jan,Winter
2017-01-18,19.0,5.2,11.5,0.0,0.0,2017,1,Jan,Winter
2017-01-19,20.8,7.1,12.9,0.0,0.0,2017,1,Jan,Winter
2017-01-20,19.3,6.4,12.0,0.0,0.0,2017,1,Jan,Winter
2017-01-21,19.8,7.3,13.2,0.1,0.1,2017,1,Jan,Winter
2017-01-22,22.9,9.6,15.7,0.0,0.0,2017,1,Jan,Winter
2017-01-23,23.5,10.6,16.3,0.0,0.0,2017,1,Jan,Winter
2017-01-24,24.9,10.4,16.9,0.0,0.0,2017,1,Jan,Winter
2017-01-25,25.1,13.6,18.4,12.8,12.8,2017,1,Jan,Winter
2017-01-26,19.0,13.6,16.3,33.3,33.3,2017,1,Jan,Winter
2017-01-27,17.9,12.4,14.7,1.8,1.8,2017,1,Jan,Winter
2017-01-28,19.6,10.1,14.2,0.0,0.0,2017,1,Jan,Winter
2017-01-29,21.0,10.9,14.9,0.0,0.0,2017,1,Jan,Winter
2017-01-30,20.8,10.1,14.8,0.0,0.0,2017,1,Jan,Winter
2017-01-31,21.1,11.1,15.6,0.0,0.0,2017,1,Jan,Winter
2017-02-01,20.6,9.8,14.7,0.0,0.0,2017,2,Feb,Winter
2017-02-02,21.4,9.1,14.7,0.0,0.0,2017,2,Feb,Winter
2017-02-03,22.1,9.3,14.7,0.0,0.0,2017,2,Feb,Winter
2017-02-04,22.5,11.7,16.8,0.0,0.0,2017,2,Feb,Winter
2017-02-05,21.8,14.6,17.7,3.2,3.2,2017,2,Feb,Winter
2017-02-06,21.8,11.8,16.2,0.1,0.1,2017,2,Feb,Winter
2017-02-07,20.0,9.7,14.3,0.0,0.0,2017,2,Feb,Winter
2017-02-08,21.4,9.1,14.8,0.0,0.0,2017,2,Feb,Winter
2017-02-09,20.7,9.4,14.7,0.0,0.0,2017,2,Feb,Winter
2017-02-10,21.0,9.9,14.5,0.0,0.0,2017,2,Feb,Winter
2017-02-11,21.4,8.0,14.0,0.0,0.0,2017,2,Feb,Winter
2017-02-12,22.1,8.4,15.0,0.0,0.0,2017,2,Feb,Winter
2017-02-13,23.0,9.9,15.8,0.0,0.0,2017,2,Feb,Winter
2017-02-14,24.0,10.1,16.4,0.0,0.0,2017,2,Feb,Winter
2017-02-15,25.1,11.1,17.6,0.0,0.0,2017,2,Feb,Winter
2017-02-16,27.4,13.2,19.9,0.0,0.0,2017,2,Feb,Winter
2017-02-17,27.1,14.9,20.1,0.0,0.0,2017,2,Feb,Winter
2017-02-18,28.5,14.2,20.6,0.0,0.0,2017,2,Feb,Winter
2017-02-19,28.5,15.1,21.5,0.0,0.0,2017,2,Feb,Winter
2017-02-20,29.4,16.4,22.4,0.0,0.0,2017,2,Feb,Winter
2017-02-21,25.4,14.7,19.4,0.0,0.0,2017,2,Feb,Winter
2017-02-22,25.5,12.9,18.9,0.0,0.0,2017,2,Feb,Winter
2017-02-23,24.6,11.4,17.9,0.0,0.0,2017,2,Feb,Winter
2017-02-24,25.1,12.4,18.3,0.0,0.0,2017,2,Feb,Winter
2017-02-25,26.8,13.1,19.3,0.0,0.0,2017,2,Feb,Winter
2017-02-26,26.4,12.9,18.8,0.0,0.0,2017,2,Feb,Winter
2017-02-27,27.4,12.2,19.4,0.0,0.0,2017,2,Feb,Winter
2017-02-28,29.2,15.3,22.0,0.0,0.0,2017,2,Feb,Winter
2017-03-01,28.0,18.4,22.2,2.9,2.9,2017,3,Mar,Spring/Pre-monsoon
2017-03-02,27.5,14.5,20.3,1.3,1.3,2017,3,Mar,Spring/Pre-monsoon
2017-03-03,26.4,13.4,19.7,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-04,25.1,12.1,18.4,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-05,26.6,12.0,18.8,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-06,26.9,12.5,19.4,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-07,27.5,13.5,20.5,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-08,25.9,16.5,20.5,1.2,1.2,2017,3,Mar,Spring/Pre-monsoon
2017-03-09,25.9,14.1,19.1,0.3,0.3,2017,3,Mar,Spring/Pre-monsoon
2017-03-10,22.5,13.2,17.1,12.1,12.1,2017,3,Mar,Spring/Pre-monsoon
2017-03-11,21.6,12.0,16.1,1.3,1.3,2017,3,Mar,Spring/Pre-monsoon
2017-03-12,21.5,10.2,15.9,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-13,22.8,10.3,16.2,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-14,24.5,9.7,17.5,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-15,26.9,11.2,18.9,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-16,27.1,13.6,20.2,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-17,26.4,13.8,19.8,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-18,27.9,13.6,20.5,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-19,29.4,15.9,21.5,1.3,1.3,2017,3,Mar,Spring/Pre-monsoon
2017-03-20,29.5,15.1,21.8,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-21,32.0,16.0,23.5,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-22,33.8,18.0,25.5,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-23,34.6,17.8,25.8,0.2,0.2,2017,3,Mar,Spring/Pre-monsoon
2017-03-24,33.4,19.4,26.0,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-25,32.7,17.5,25.4,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-26,34.0,19.7,26.7,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-27,36.0,21.6,28.4,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-28,36.8,21.2,28.9,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-29,37.3,22.6,29.7,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-30,37.2,22.8,29.8,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-03-31,37.3,22.9,30.0,0.0,0.0,2017,3,Mar,Spring/Pre-monsoon
2017-04-01,37.7,22.4,29.8,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-02,37.0,22.2,29.4,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-03,37.5,21.2,29.1,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-04,36.5,21.1,29.0,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-05,34.6,23.2,28.3,1.1,1.1,2017,4,Apr,Spring/Pre-monsoon
2017-04-06,36.4,21.0,28.7,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-07,33.2,19.1,26.4,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-08,32.8,17.4,25.5,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-09,31.8,19.5,25.6,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-10,33.2,18.9,25.9,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-11,36.3,20.0,28.1,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-12,38.4,21.4,29.5,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-13,38.5,20.7,30.3,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-14,39.0,23.5,30.9,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-15,39.9,22.1,31.3,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-16,39.7,23.1,31.0,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-17,40.6,24.5,31.9,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-18,41.3,23.6,32.7,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-19,41.5,25.6,33.7,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-20,41.5,24.3,33.7,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-21,40.8,25.9,33.3,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-22,40.5,27.0,32.5,2.0,2.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-23,38.8,24.6,31.4,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-24,37.0,24.0,30.4,2.1,2.1,2017,4,Apr,Spring/Pre-monsoon
2017-04-25,37.1,23.4,30.5,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-26,37.5,22.2,29.9,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-27,38.4,22.9,30.6,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-28,38.2,22.7,30.4,0.3,0.3,2017,4,Apr,Spring/Pre-monsoon
2017-04-29,38.2,23.9,30.8,0.0,0.0,2017,4,Apr,Spring/Pre-monsoon
2017-04-30,37.1,23.4,30.0,0.1,0.1,2017,4,Apr,Spring/Pre-monsoon
2017-05-01,36.9,22.0,29.9,0.0,0.0,2017,5,May,Summer
2017-05-02,38.3,24.8,31.9,0.0,0.0,2017,5,May,Summer
2017-05-03,38.2,26.4,31.6,0.0,0.0,2017,5,May,Summer
2017-05-04,38.5,25.8,31.6,0.0,0.0,2017,5,May,Summer
